Progress: 100/2005
Progress: 200/2005
Progress: 300/2005
Progress: 400/2005
Progress: 500/2005
Progress: 600/2005
Progress: 700/2005
Progress: 800/2005
Progress: 900/2005
Progress: 1000/2005
Progress: 1100/2005
Progress: 1200/2005
Progress: 1300/2005
Progress: 1400/2005
Progress: 1500/2005
Progress: 1600/2005
Progress: 1700/2005
Progress: 1800/2005
Progress: 1900/2005
'createDependencies'  67439.36 ms
                                     $   CC     CD    DT   EX    FW     IN     JJ   JJR    JJS    MD      NN    NNP    NNS  PDT    PRP  PRP$     RB   RBR  RBS   RP   TO   UH    VB    VBD     VBG    VBN    VBP   VBZ  WDT   WP   WRB     sum
auto                               0.0  0.0    0.0   0.0  0.0   0.0    0.0    0.0   0.0    0.0   0.0  2000.0    0.0    0.0  0.0    0.0   0.0    0.0   0.0  0.0  0.0  0.0  0.0   0.0    0.0     0.0    0.0    0.0   0.0  0.0  0.0   0.0  2000.0
ongeval                            0.0  0.0    0.0   0.0  0.0   0.0    0.0  825.0   0.0    0.0   0.0   427.0    0.0    0.0  0.0    0.0   0.0    0.0   0.0  0.0  0.0  0.0  0.0   0.0    2.0     0.0    0.0   40.0   0.0  0.0  0.0   0.0  1294.0
aanrijding                         0.0  0.0    0.0   0.0  0.0   0.0    0.0    1.0   0.0    0.0   0.0     2.0    0.0    0.0  0.0    0.0   0.0    0.0   0.0  0.0  0.0  0.0  0.0   0.0    0.0  1171.0    0.0    0.0   0.0  0.0  0.0   0.0  1174.0
ongeluk                            0.0  0.0    1.0   0.0  0.0   4.0   82.0  322.0   0.0    0.0  15.0   579.0    0.0    5.0  0.0    4.0   0.0   16.0   0.0  0.0  3.0  0.0  0.0   1.0    9.0     0.0    0.0   79.0   5.0  0.0  0.0   0.0  1125.0
botsing                            0.0  0.0    0.0   0.0  0.0   0.0    0.0    4.0   0.0    0.0   0.0    91.0    0.0    0.0  0.0    0.0   0.0    0.0   0.0  0.0  0.0  0.0  0.0   1.0    0.0   939.0    0.0    0.0   0.0  0.0  0.0   0.0  1035.0
politie                            0.0  0.0    0.0   0.0  0.0   2.0    2.0  195.0   0.0    0.0   0.0   652.0    0.0    3.0  0.0    0.0   0.0    1.0   0.0  0.0  0.0  0.0  0.0   0.0    1.0     0.0    0.0   97.0   2.0  0.0  0.0   0.0   955.0
twee                               0.0  0.0    0.0   0.0  0.0   0.0    0.0  285.0   0.0    0.0   0.0   613.0    0.0    6.0  0.0    0.0   0.0    4.0   0.0  0.0  1.0  0.0  0.0   2.0    0.0     0.0    0.0   38.0   5.0  0.0  0.0   0.0   954.0
uur                                0.0  0.0    0.0   0.0  0.0   0.0    1.0  867.0   0.0    0.0   0.0    21.0    0.0    0.0  0.0    0.0   0.0    0.0   0.0  0.0  0.0  0.0  0.0   0.0    0.0     0.0    0.0    3.0   0.0  0.0  0.0   0.0   892.0
gewond                             0.0  0.0    0.0   0.0  0.0   0.0    0.0   21.0   0.0    0.0   0.0   807.0    0.0    0.0  0.0    0.0   0.0    0.0   0.0  0.0  0.0  0.0  0.0   0.0    0.0     0.0    0.0   24.0   0.0  0.0  0.0   0.0   852.0
man                                0.0  0.0    0.0   0.0  0.0   0.0    0.0    0.0   0.0    0.0   0.0   848.0    0.0    0.0  0.0    0.0   0.0    0.0   0.0  0.0  0.0  0.0  0.0   0.0    0.0     0.0    0.0    0.0   0.0  0.0  0.0   0.0   848.0
ziekenhuis                         0.0  0.0   44.0   0.0  0.0   2.0    0.0   10.0   0.0    0.0   0.0   409.0  258.0    1.0  0.0    0.0   0.0    0.0   0.0  0.0  0.0  0.0  0.0   0.0    3.0     0.0    0.0   23.0   0.0  0.0  0.0   0.0   750.0
aangereden                         0.0  0.0    0.0   0.0  0.0   0.0   10.0  479.0   0.0    0.0   0.0    85.0    0.0    0.0  0.0    0.0   0.0    4.0   0.0  0.0  3.0  0.0  0.0   1.0    0.0     0.0    0.0   41.0  15.0  0.0  0.0   0.0   638.0
vrouw                              0.0  0.0    0.0   0.0  0.0  11.0    1.0  112.0   0.0    0.0   0.0   458.0    0.0   11.0  0.0    0.0   0.0    2.0   0.0  0.0  0.0  0.0  0.0   0.0    3.0     0.0    0.0   28.0   5.0  0.0  0.0   0.0   631.0
kwam                               0.0  0.0    0.0   0.0  0.0  20.0    0.0   91.0   0.0    0.0   0.0   362.0    2.0   28.0  0.0    0.0   0.0    0.0   0.0  0.0  0.0  0.0  0.0  14.0   49.0     0.0    0.0   22.0  10.0  0.0  0.0   0.0   598.0
geraakt                            0.0  0.0    0.0   0.0  0.0   0.0    0.0   57.0   0.0    0.0   0.0   525.0    0.0    5.0  0.0    0.0   0.0    0.0   0.0  0.0  0.0  0.0  0.0   0.0    2.0     0.0    0.0    7.0   0.0  0.0  0.0   0.0   596.0
rond                               0.0  0.0    0.0   0.0  0.0   0.0    0.0    6.0   0.0    0.0   0.0   533.0    0.0    0.0  0.0    0.0   0.0    0.0   0.0  0.0  0.0  0.0  0.0   0.0    0.0     0.0    0.0   25.0   0.0  0.0  0.0   0.0   564.0
tussen                             0.0  0.0    0.0   0.0  0.0   0.0    5.0  186.0   0.0    0.0   0.0   277.0    0.0    1.0  0.0    0.0   0.0    8.0   0.0  0.0  0.0  0.0  0.0   5.0   13.0     0.0   31.0   29.0   1.0  0.0  0.0   0.0   556.0
geschept                           0.0  0.0    0.0   0.0  0.0   1.0    0.0  209.0   0.0    0.0   0.0   111.0    0.0    2.0  0.0    0.0   0.0    0.0   0.0  0.0  0.0  0.0  0.0   0.0  201.0     0.0    0.0   30.0   0.0  0.0  0.0   0.0   554.0
raakte                             0.0  0.0    0.0   0.0  0.0   1.0    0.0   73.0   0.0    0.0   0.0   392.0    0.0    0.0  0.0    0.0   0.0    0.0   0.0  0.0  0.0  0.0  0.0   5.0    4.0     0.0    0.0   25.0  11.0  0.0  0.0   0.0   511.0
gebeurde                           0.0  0.0    0.0   0.0  0.0   0.0    0.0   84.0   0.0    0.0   0.0   393.0    0.0    2.0  0.0    0.0   0.0    1.0   0.0  0.0  0.0  0.0  0.0   0.0   13.0     0.0    0.0   11.0   0.0  0.0  0.0   0.0   504.0
fietser                            0.0  0.0    0.0   0.0  0.0   0.0    0.0    8.0  74.0    0.0   0.0   370.0    0.0    0.0  0.0    0.0   0.0   10.0  20.0  0.0  0.0  0.0  0.0   0.0    3.0     0.0    0.0   17.0   1.0  0.0  0.0   0.0   503.0
